Day;Hour;Price (Kč/MWh)
18.03.2024;20;3 187,04
18.03.2024;21;2 690,60
18.03.2024;22;2 217,60
18.03.2024;23;2 075,47
18.03.2024;24;1 880,68
19.03.2024;1;1 838,28
19.03.2024;2;1 818,83
19.03.2024;3;1 801,90
19.03.2024;4;1 798,11
19.03.2024;5;1 812,26
19.03.2024;6;1 825,90
19.03.2024;7;2 346,36
19.03.2024;8;2 789,76
19.03.2024;9;2 422,16
19.03.2024;10;1 819,33
19.03.2024;11;1 634,39
19.03.2024;12;1 480,28
19.03.2024;13;1 372,40
19.03.2024;14;1 439,35
19.03.2024;15;1 588,92
19.03.2024;16;1 795,84
19.03.2024;17;2 064,40
19.03.2024;18;2 632,61
19.03.2024;19;3 284,70
19.03.2024;20;3 258,17
19.03.2024;21;2 779,15
19.03.2024;22;2 264,25
19.03.2024;23;2 069,46
19.03.2024;24;1 922,67
20.03.2024;1;1 921,91
20.03.2024;2;1 852,89
20.03.2024;3;1 884,49
20.03.2024;4;1 896,88
20.03.2024;5;1 904,47
20.03.2024;6;2 035,19
20.03.2024;7;2 895,39
20.03.2024;8;2 889,32
20.03.2024;9;2 153,78
20.03.2024;10;1 734,30
20.03.2024;11;1 405,34
20.03.2024;12;1 352,50
20.03.2024;13;1 285,24
20.03.2024;14;1 343,14
20.03.2024;15;1 407,11
20.03.2024;16;1 718,87
20.03.2024;17;2 175,02
20.03.2024;18;2 983,63
20.03.2024;19;4 061,02
20.03.2024;20;3 859,25
20.03.2024;21;3 159,36
20.03.2024;22;2 669,84
20.03.2024;23;2 398,03
20.03.2024;24;1 996,76
21.03.2024;1;1 912,18
21.03.2024;2;1 812,95
21.03.2024;3;1 781,14
21.03.2024;4;1 767,25
21.03.2024;5;1 768,01
21.03.2024;6;1 853,35
21.03.2024;7;2 292,70
21.03.2024;8;2 460,11
21.03.2024;9;2 537,12
21.03.2024;10;2 003,08
21.03.2024;11;1 695,29
21.03.2024;12;1 566,51
21.03.2024;13;1 485,21
21.03.2024;14;1 497,33
21.03.2024;15;1 650,34
21.03.2024;16;1 760,68
21.03.2024;17;1 971,27
21.03.2024;18;2 548,99
21.03.2024;19;3 128,48
21.03.2024;20;3 090,35
21.03.2024;21;2 417,44
21.03.2024;22;2 044,24
21.03.2024;23;1 942,99
21.03.2024;24;1 782,65
22.03.2024;1;1 419,45
22.03.2024;2;1 316,70
22.03.2024;3;1 252,01
22.03.2024;4;1 300,21
22.03.2024;5;1 320,76
22.03.2024;6;1 621,14
22.03.2024;7;2 036,45
22.03.2024;8;1 924,32
22.03.2024;9;1 809,64
22.03.2024;10;1 529,30
22.03.2024;11;1 303,76
22.03.2024;12;1 229,68
22.03.2024;13;1 224,10
22.03.2024;14;1 264,70
22.03.2024;15;1 289,30
22.03.2024;16;1 462,07
22.03.2024;17;1 895,65
22.03.2024;18;2 212,77
22.03.2024;19;3 007,36
22.03.2024;20;2 966,77
22.03.2024;21;2 353,83
22.03.2024;22;2 038,99
22.03.2024;23;1 981,90
22.03.2024;24;1 909,85
23.03.2024;1;1 915,69
23.03.2024;2;1 784,02
23.03.2024;3;1 631,80
23.03.2024;4;1 579,79
23.03.2024;5;1 476,03
23.03.2024;6;1 623,17
23.03.2024;7;1 564,82
23.03.2024;8;1 467,40
23.03.2024;9;969,9
23.03.2024;10;398,56
23.03.2024;11;3,3
23.03.2024;12;2,54
23.03.2024;13;38,06
23.03.2024;14;-2,03
23.03.2024;15;0,76
23.03.2024;16;164,91
23.03.2024;17;530,99
23.03.2024;18;1 418,18
23.03.2024;19;1 875,86
23.03.2024;20;1 868,50
23.03.2024;21;1 519,66
23.03.2024;22;1 349,18
23.03.2024;23;1 016,58
23.03.2024;24;734,72
24.03.2024;1;814,38
24.03.2024;2;405,41
24.03.2024;3;407,7
24.03.2024;4;547,99
24.03.2024;5;611,92
24.03.2024;6;743,85
24.03.2024;7;487,61
24.03.2024;8;183,17
24.03.2024;9;0
24.03.2024;10;0
24.03.2024;11;0
24.03.2024;12;0
24.03.2024;13;0
24.03.2024;14;0
24.03.2024;15;0
24.03.2024;16;0,25
24.03.2024;17;900,89
24.03.2024;18;1 693,96
24.03.2024;19;2 046,09
24.03.2024;20;2 075,01
24.03.2024;21;1 858,86
24.03.2024;22;1 806,60
24.03.2024;23;1 730,23
24.03.2024;24;1 649,05
25.03.2024;1;1 579,57
25.03.2024;2;1 565,17
25.03.2024;3;1 567,19
25.03.2024;4;1 618,22
25.03.2024;5;1 672,29
25.03.2024;6;1 953,49
25.03.2024;7;2 260,97
25.03.2024;8;2 876,93
25.03.2024;9;2 518,42
25.03.2024;10;1 928,98
25.03.2024;11;1 720,55
25.03.2024;12;1 559,10
25.03.2024;13;1 523,23
25.03.2024;14;1 574,77
25.03.2024;15;1 601,55
25.03.2024;16;1 898,67
25.03.2024;17;2 143,23
25.03.2024;18;2 836,00
25.03.2024;19;4 323,85
25.03.2024;20;3 776,11
25.03.2024;21;2 779,15
25.03.2024;22;2 175,57
25.03.2024;23;2 066,68
25.03.2024;24;1 916,60
26.03.2024;1;2 019,47
26.03.2024;2;1 852,66
26.03.2024;3;1 772,03
26.03.2024;4;1 744,99
26.03.2024;5;1 805,39
26.03.2024;6;1 868,08
26.03.2024;7;2 068,25
26.03.2024;8;2 002,79
26.03.2024;9;1 825,87
26.03.2024;10;1 567,05
26.03.2024;11;1 251,11
26.03.2024;12;935,93
26.03.2024;13;267,92
26.03.2024;14;687,99
26.03.2024;15;937,7
26.03.2024;16;1 302,93
26.03.2024;17;1 705,56
26.03.2024;18;2 032,36
26.03.2024;19;2 557,07
26.03.2024;20;2 535,08
26.03.2024;21;2 017,96
26.03.2024;22;1 926,71
26.03.2024;23;1 819,04
26.03.2024;24;1 679,78
27.03.2024;1;1 477,42
27.03.2024;2;1 445,52
27.03.2024;3;1 450,33
27.03.2024;4;1 455,39
27.03.2024;5;1 508,82
27.03.2024;6;1 800,25
27.03.2024;7;2 043,58
27.03.2024;8;2 087,89
27.03.2024;9;1 943,31
27.03.2024;10;1 620,23
27.03.2024;11;1 391,08
27.03.2024;12;1 282,71
27.03.2024;13;1 255,62
27.03.2024;14;1 259,16
27.03.2024;15;1 396,15
27.03.2024;16;1 728,34
27.03.2024;17;2 005,34
27.03.2024;18;2 293,49
27.03.2024;19;2 956,62
27.03.2024;20;2 960,16
27.03.2024;21;2 465,41
27.03.2024;22;2 055,98
27.03.2024;23;2 025,35
27.03.2024;24;1 837,98
28.03.2024;1;1 692,15
28.03.2024;2;1 538,29
28.03.2024;3;1 565,37
28.03.2024;4;1 569,16
28.03.2024;5;1 629,39
28.03.2024;6;1 769,83
28.03.2024;7;2 031,49
28.03.2024;8;2 050,72
28.03.2024;9;1 993,78
28.03.2024;10;1 566,38
28.03.2024;11;1 178,96
28.03.2024;12;925,15
28.03.2024;13;172,07
28.03.2024;14;1,27
28.03.2024;15;41,75
28.03.2024;16;1 037,76
28.03.2024;17;908,7
28.03.2024;18;1 542,09
28.03.2024;19;1 920,40
28.03.2024;20;2 007,95
28.03.2024;21;1 813,36
28.03.2024;22;1 534,50
28.03.2024;23;1 054,71
28.03.2024;24;632,63
29.03.2024;1;521,28
29.03.2024;2;476,49
29.03.2024;3;314,54
29.03.2024;4;259,12
29.03.2024;5;318,59
29.03.2024;6;362,37
29.03.2024;7;557,22
29.03.2024;8;595,68
29.03.2024;9;403,36
29.03.2024;10;336,05
29.03.2024;11;427,15
29.03.2024;12;481,05
29.03.2024;13;330,74
29.03.2024;14;249,51
29.03.2024;15;340,1
29.03.2024;16;545,07
29.03.2024;17;1 230,84
29.03.2024;18;1 987,71
29.03.2024;19;2 464,20
29.03.2024;20;2 668,92
29.03.2024;21;2 211,66
29.03.2024;22;2 005,93
29.03.2024;23;1 920,40
29.03.2024;24;1 771,35
30.03.2024;1;1 753,64
30.03.2024;2;1 471,74
30.03.2024;3;1 492,49
30.03.2024;4;1 498,82
30.03.2024;5;1 523,87
30.03.2024;6;1 646,09
30.03.2024;7;1 475,03
30.03.2024;8;1 180,98
30.03.2024;9;993,47
30.03.2024;10;879,1
30.03.2024;11;665,27
30.03.2024;12;414,5
30.03.2024;13;171,06
30.03.2024;14;79,71
30.03.2024;15;368,95
30.03.2024;16;746,75
30.03.2024;17;1 329,02
30.03.2024;18;1 879,15
30.03.2024;19;2 123,09
30.03.2024;20;2 090,45
30.03.2024;21;1 908,00
30.03.2024;22;1 798,17
30.03.2024;23;1 792,35
30.03.2024;24;1 663,55
31.03.2024;1;1 660,77
31.03.2024;2;1 419,36
31.03.2024;3;1 130,63
31.03.2024;4;1 128,10
31.03.2024;5;1 226,03
31.03.2024;6;1 037,76
31.03.2024;7;1 133,41
31.03.2024;8;1 099,50
31.03.2024;9;556,46
31.03.2024;10;438,79
31.03.2024;11;223,44
31.03.2024;12;123,24
31.03.2024;13;-1,27
31.03.2024;14;7,59
31.03.2024;15;133,36
31.03.2024;16;515,72
31.03.2024;17;1 372,29
31.03.2024;18;1 855,36
31.03.2024;19;2 451,30
31.03.2024;20;1 896,61
31.03.2024;21;1 730,10
31.03.2024;22;1 600,79
31.03.2024;23;1 297,89
01.04.2024;1;1 173,90
01.04.2024;2;1 077,99
01.04.2024;3;1 047,63
01.04.2024;4;1 086,85
01.04.2024;5;1 223,50
01.04.2024;6;1 292,07
01.04.2024;7;1 444,66
01.04.2024;8;1 586,37
01.04.2024;9;1 234,13
01.04.2024;10;1 002,84
01.04.2024;11;875,05
01.04.2024;12;567,09
01.04.2024;13;209,53
01.04.2024;14;0,76
01.04.2024;15;-0,25
01.04.2024;16;-0,25
01.04.2024;17;-0,25
01.04.2024;18;144,75
01.04.2024;19;1 042,31
01.04.2024;20;1 236,91
01.04.2024;21;1 265,25
01.04.2024;22;1 138,73
01.04.2024;23;670,58
01.04.2024;24;212,56
02.04.2024;1;233,06
02.04.2024;2;60,61
02.04.2024;3;27,14
02.04.2024;4;26,63
02.04.2024;5;45,9
02.04.2024;6;182,34
02.04.2024;7;1 435,63
02.04.2024;8;1 875,63
02.04.2024;9;1 741,22
02.04.2024;10;1 192,43
02.04.2024;11;99,41
02.04.2024;12;15,98
02.04.2024;13;7,86
02.04.2024;14;-5,58
02.04.2024;15;-0,51
02.04.2024;16;0
02.04.2024;17;109,3
02.04.2024;18;1 044,58
02.04.2024;19;1 840,63
02.04.2024;20;2 427,21
02.04.2024;21;2 419,34
02.04.2024;22;1 975,29
02.04.2024;23;1 864,97
02.04.2024;24;1 764,30
03.04.2024;1;1 845,08
03.04.2024;2;1 777,13
03.04.2024;3;1 741,64
03.04.2024;4;1 792,35
03.04.2024;5;1 789,81
03.04.2024;6;1 921,91
03.04.2024;7;2 393,77
03.04.2024;8;2 902,39
03.04.2024;9;2 851,17
03.04.2024;10;2 209,69
03.04.2024;11;1 970,84
03.04.2024;12;1 903,65
03.04.2024;13;1 844,32
03.04.2024;14;1 782,96
03.04.2024;15;1 727,18
03.04.2024;16;1 823,79
03.04.2024;17;1 914,81
03.04.2024;18;2 377,03
03.04.2024;19;2 789,05
03.04.2024;20;3 220,34
03.04.2024;21;2 721,86
03.04.2024;22;2 181,29
03.04.2024;23;2 026,88
03.04.2024;24;1 745,44
04.04.2024;1;1 411,79
04.04.2024;2;1 361,17
04.04.2024;3;1 254,62
04.04.2024;4;1 290,05
04.04.2024;5;1 450,52
04.04.2024;6;1 550,24
04.04.2024;7;2 013,92
04.04.2024;8;2 277,90
04.04.2024;9;1 918,75
04.04.2024;10;1 784,61
04.04.2024;11;1 681,85
04.04.2024;12;1 560,36
04.04.2024;13;1 418,88
04.04.2024;14;1 373,83
04.04.2024;15;1 364,46
04.04.2024;16;1 381,17
04.04.2024;17;1 403,44
04.04.2024;18;1 690,96
04.04.2024;19;1 979,50
04.04.2024;20;2 503,92
04.04.2024;21;2 031,63
04.04.2024;22;1 833,96
04.04.2024;23;1 782,33
04.04.2024;24;1 531,51
05.04.2024;1;1 510,83
05.04.2024;2;1 416,24
05.04.2024;3;1 363,38
05.04.2024;4;1 394,49
05.04.2024;5;1 308,76
05.04.2024;6;1 512,09
05.04.2024;7;1 887,39
05.04.2024;8;2 086,93
05.04.2024;9;1 994,12
05.04.2024;10;1 660,04
05.04.2024;11;1 229,85
05.04.2024;12;612,78
05.04.2024;13;215,47
05.04.2024;14;0,25
05.04.2024;15;23,77
05.04.2024;16;328,52
05.04.2024;17;574,59
05.04.2024;18;1 261,72
05.04.2024;19;1 686,84
05.04.2024;20;2 159,26
05.04.2024;21;2 623,33
05.04.2024;22;1 891,95
05.04.2024;23;1 720,23
05.04.2024;24;1 466,82
06.04.2024;1;1 351,25
06.04.2024;2;1 163,59
06.04.2024;3;1 166,63
06.04.2024;4;1 186,61
06.04.2024;5;1 234,15
06.04.2024;6;1 359,34
06.04.2024;7;1 454,68
06.04.2024;8;1 491,86
06.04.2024;9;1 464,54
06.04.2024;10;1 197,99
06.04.2024;11;674,74
06.04.2024;12;247,34
06.04.2024;13;-75,87
06.04.2024;14;-567,51
06.04.2024;15;-1 114,02
06.04.2024;16;-594,57
06.04.2024;17;-87,76
06.04.2024;18;921,06
06.04.2024;19;1 902,31
06.04.2024;20;2 184,80
06.04.2024;21;2 097,05
06.04.2024;22;1 710,62
06.04.2024;23;1 528,78
06.04.2024;24;1 092,53
07.04.2024;1;265,8
07.04.2024;2;0
07.04.2024;3;0
07.04.2024;4;0
07.04.2024;5;0
07.04.2024;6;0
07.04.2024;7;0
07.04.2024;8;0
07.04.2024;9;0
07.04.2024;10;-0,25
07.04.2024;11;-4,05
07.04.2024;12;-82,19
07.04.2024;13;-230,39
07.04.2024;14;-623,15
07.04.2024;15;-505,55
07.04.2024;16;-127,46
07.04.2024;17;-4,05
07.04.2024;18;170,2
07.04.2024;19;2 248,53
07.04.2024;20;2 691,87
07.04.2024;21;2 690,86
07.04.2024;22;2 299,62
07.04.2024;23;1 986,02
07.04.2024;24;1 839,09
08.04.2024;1;1 722,37
08.04.2024;2;1 741,64
08.04.2024;3;1 663,29
08.04.2024;4;1 721,86
08.04.2024;5;1 743,16
08.04.2024;6;1 897,82
08.04.2024;7;2 505,07
08.04.2024;8;3 470,85
08.04.2024;9;2 805,02
08.04.2024;10;1 926,73
08.04.2024;11;1 077,59
08.04.2024;12;881,59
08.04.2024;13;857,76
08.04.2024;14;800,2
08.04.2024;15;829,11
08.04.2024;16;1 013,44
08.04.2024;17;1 485,55
08.04.2024;18;1 849,65
08.04.2024;19;2 595,34
08.04.2024;20;3 380,58
08.04.2024;21;3 078,10
08.04.2024;22;2 156,44
08.04.2024;23;1 868,92
08.04.2024;24;1 730,99
09.04.2024;1;1 890,30
09.04.2024;2;1 731,93
09.04.2024;3;1 642,85
09.04.2024;4;1 521,53
09.04.2024;5;1 580,67
09.04.2024;6;1 787,77
09.04.2024;7;2 228,62
09.04.2024;8;2 337,75
09.04.2024;9;2 024,82
09.04.2024;10;1 644,88
09.04.2024;11;1 253,01
09.04.2024;12;1 093,62
09.04.2024;13;903,53
09.04.2024;14;249,74
09.04.2024;15;259,89
09.04.2024;16;741,1
09.04.2024;17;971,04
09.04.2024;18;1 314,18
09.04.2024;19;1 903,50
09.04.2024;20;2 364,91
09.04.2024;21;2 350,44
09.04.2024;22;2 029,13
09.04.2024;23;1 534,98
09.04.2024;24;800,99
10.04.2024;1;575,53
10.04.2024;2;146,36
10.04.2024;3;169,44
10.04.2024;4;240,71
10.04.2024;5;635,14
10.04.2024;6;1 269,01
10.04.2024;7;1 942,20
10.04.2024;8;2 527,12
10.04.2024;9;2 685,65
10.04.2024;10;2 025,14
10.04.2024;11;1 728,63
10.04.2024;12;1 408,01
10.04.2024;13;1 205,35
10.04.2024;14;763,49
10.04.2024;15;771,6
10.04.2024;16;1 331,16
10.04.2024;17;1 554,37
10.04.2024;18;1 883,35
10.04.2024;19;2 500,74
10.04.2024;20;4 679,59
10.04.2024;21;4 694,30
10.04.2024;22;2 891,36
10.04.2024;23;2 169,22
10.04.2024;24;1 932,05
11.04.2024;1;1 796,19
11.04.2024;2;1 658,04
11.04.2024;3;1 530,81
11.04.2024;4;1 495,51
11.04.2024;5;1 504,65
11.04.2024;6;1 551,38
11.04.2024;7;1 935,86
11.04.2024;8;2 173,30
11.04.2024;9;1 325,62
11.04.2024;10;762,61
11.04.2024;11;253,19
11.04.2024;12;16,76
11.04.2024;13;18,28
11.04.2024;14;22,86
11.04.2024;15;7,62
11.04.2024;16;720,46
11.04.2024;17;1 428,47
11.04.2024;18;1 889,64
11.04.2024;19;2 448,84
11.04.2024;20;3 202,06
11.04.2024;21;3 431,37
11.04.2024;22;2 487,44
11.04.2024;23;2 081,37
11.04.2024;24;1 913,77
12.04.2024;1;1 895,95
12.04.2024;2;1 752,08
12.04.2024;3;1 656,08
12.04.2024;4;1 666,46
12.04.2024;5;1 706,99
12.04.2024;6;1 927,36
12.04.2024;7;2 249,56
12.04.2024;8;2 429,91
12.04.2024;9;2 141,15
12.04.2024;10;1 741,18
12.04.2024;11;1 063,35
12.04.2024;12;484,06
12.04.2024;13;0
12.04.2024;14;-1,77
12.04.2024;15;-3,55
12.04.2024;16;1,27
12.04.2024;17;5,32
12.04.2024;18;1 504,60
12.04.2024;19;2 075,29
12.04.2024;20;3 113,06
12.04.2024;21;3 117,87
12.04.2024;22;2 187,25
12.04.2024;23;1 975,49
12.04.2024;24;1 724,97
13.04.2024;1;1 521,32
13.04.2024;2;1 242,94
13.04.2024;3;618,31
13.04.2024;4;491,4
13.04.2024;5;500,77
13.04.2024;6;641,36
13.04.2024;7;764,46
13.04.2024;8;893,14
13.04.2024;9;565,87
13.04.2024;10;222,9
13.04.2024;11;-0,51
13.04.2024;12;-250,26
13.04.2024;13;-647,18
13.04.2024;14;-1 266,50
13.04.2024;15;-1 393,40
13.04.2024;16;-1 264,22
13.04.2024;17;-494,44
13.04.2024;18;-8,87
13.04.2024;19;996,74
13.04.2024;20;1 905,58
13.04.2024;21;1 878,47
13.04.2024;22;1 386,82
13.04.2024;23;1 276,13
13.04.2024;24;1 189,75
14.04.2024;1;73,96
14.04.2024;2;51,67
14.04.2024;3;32,42
14.04.2024;4;30,14
14.04.2024;5;63,83
14.04.2024;6;132,48
14.04.2024;7;325,74
14.04.2024;8;329,29
14.04.2024;9;188,46
14.04.2024;10;0
14.04.2024;11;-56,74
14.04.2024;12;-299,65
14.04.2024;13;-1 058,03
14.04.2024;14;-1 498,52
14.04.2024;15;-1 505,36
14.04.2024;16;-1 014,47
14.04.2024;17;-158,31
14.04.2024;18;39,77
14.04.2024;19;1 687,23
14.04.2024;20;2 143,93
14.04.2024;21;2 889,65
14.04.2024;22;2 725,00
14.04.2024;23;2 478,03
14.04.2024;24;2 174,58
15.04.2024;1;2 015,11
15.04.2024;2;1 972,31
15.04.2024;3;1 865,95
15.04.2024;4;1 888,99
15.04.2024;5;1 814,54
15.04.2024;6;2 060,95
15.04.2024;7;2 900,22
15.04.2024;8;4 283,72
15.04.2024;9;3 756,71
15.04.2024;10;2 226,57
15.04.2024;11;1 894,82
15.04.2024;12;1 519,50
15.04.2024;13;1 118,10
15.04.2024;14;908,66
15.04.2024;15;409,76
15.04.2024;16;1 515,96
15.04.2024;17;2 272,92
15.04.2024;18;2 438,29
15.04.2024;19;2 150,60
15.04.2024;20;2 396,76
15.04.2024;21;2 389,92
15.04.2024;22;2 042,71
15.04.2024;23;1 646,13
15.04.2024;24;1 276,38
16.04.2024;1;1 135,83
16.04.2024;2;773,2
16.04.2024;3;306,35
16.04.2024;4;351,52
16.04.2024;5;802,22
16.04.2024;6;1 161,06
16.04.2024;7;1 778,31
16.04.2024;8;2 286,04
16.04.2024;9;2 333,99
16.04.2024;10;2 239,86
16.04.2024;11;1 591,82
16.04.2024;12;1 390,70
16.04.2024;13;1 305,41
16.04.2024;14;1 205,22
16.04.2024;15;1 244,84
16.04.2024;16;1 468,17
16.04.2024;17;1 900,70
16.04.2024;18;2 107,38
16.04.2024;19;2 386,22
16.04.2024;20;2 876,54
16.04.2024;21;2 981,52
16.04.2024;22;2 558,83
16.04.2024;23;2 256,01
16.04.2024;24;2 046,05
17.04.2024;1;2 024,46
17.04.2024;2;1 867,27
17.04.2024;3;1 737,09
17.04.2024;4;1 670,98
17.04.2024;5;1 763,58
17.04.2024;6;1 885,19
17.04.2024;7;2 564,13
17.04.2024;8;3 412,61
17.04.2024;9;3 277,88
17.04.2024;10;2 369,60
17.04.2024;11;2 001,50
17.04.2024;12;1 927,07
17.04.2024;13;1 973,74
17.04.2024;14;1 940,69
17.04.2024;15;1 870,81
17.04.2024;16;1 856,17
17.04.2024;17;1 944,22
17.04.2024;18;2 192,49
17.04.2024;19;2 878,49
17.04.2024;20;3 686,10
17.04.2024;21;3 864,48
17.04.2024;22;3 168,89
17.04.2024;23;2 414,26
17.04.2024;24;2 130,67
18.04.2024;1;2 317,81
18.04.2024;2;2 157,88
18.04.2024;3;2 149,55
18.04.2024;4;2 126,56
18.04.2024;5;2 221,05
18.04.2024;6;2 302,91
18.04.2024;7;2 991,63
18.04.2024;8;3 790,26
18.04.2024;9;3 314,52
18.04.2024;10;2 554,80
18.04.2024;11;2 236,46
18.04.2024;12;2 078,55
18.04.2024;13;2 004,53
18.04.2024;14;1 921,91
18.04.2024;15;1 813,77
18.04.2024;16;1 750,11
18.04.2024;17;1 790,78
18.04.2024;18;2 111,14
18.04.2024;19;2 519,43
18.04.2024;20;3 198,55
18.04.2024;21;3 305,17
18.04.2024;22;2 722,56
18.04.2024;23;2 272,08
18.04.2024;24;2 022,21
19.04.2024;1;2 016,91
19.04.2024;2;1 576,03
19.04.2024;3;1 280,43
19.04.2024;4;1 287,76
19.04.2024;5;1 313,28
19.04.2024;6;1 557,84
19.04.2024;7;2 205,38
19.04.2024;8;2 109,12
19.04.2024;9;2 039,90
19.04.2024;10;1 869,61
19.04.2024;11;1 607,87
19.04.2024;12;1 409,53
19.04.2024;13;1 252,89
19.04.2024;14;1 186,70
19.04.2024;15;1 151,33
19.04.2024;16;1 559,36
19.04.2024;17;1 652,84
19.04.2024;18;1 943,13
19.04.2024;19;2 202,60
19.04.2024;20;2 435,29
19.04.2024;21;2 307,71
19.04.2024;22;2 161,42
19.04.2024;23;1 996,19
19.04.2024;24;1 806,45
20.04.2024;1;1 734,19
20.04.2024;2;1 639,95
20.04.2024;3;1 522,47
20.04.2024;4;1 542,93
20.04.2024;5;1 556,83
20.04.2024;6;1 642,23
20.04.2024;7;1 743,03
20.04.2024;8;1 799,88
20.04.2024;9;1 643,24
20.04.2024;10;1 465,37
20.04.2024;11;1 260,47
20.04.2024;12;967,14
20.04.2024;13;721,57
20.04.2024;14;299,39
20.04.2024;15;255,18
20.04.2024;16;446,18
20.04.2024;17;931,77
20.04.2024;18;1 568,96
20.04.2024;19;2 060,11
20.04.2024;20;2 325,39
20.04.2024;21;2 570,71
20.04.2024;22;2 354,95
20.04.2024;23;2 178,60
20.04.2024;24;2 094,47
21.04.2024;1;2 067,18
21.04.2024;2;1 738,49
21.04.2024;3;1 712,97
21.04.2024;4;1 627,07
21.04.2024;5;1 613,93
21.04.2024;6;1 607,36
21.04.2024;7;1 627,82
21.04.2024;8;1 528,03
21.04.2024;9;1 528,03
21.04.2024;10;1 302,41
21.04.2024;11;842,34
21.04.2024;12;656,89
21.04.2024;13;152,35
21.04.2024;14;2,02
21.04.2024;15;-24,76
21.04.2024;16;11,62
21.04.2024;17;154,12
21.04.2024;18;1 490,38
21.04.2024;19;1 946,67
21.04.2024;20;2 259,70
21.04.2024;21;2 438,58
21.04.2024;22;2 323,88
21.04.2024;23;2 258,94
21.04.2024;24;2 234,94
22.04.2024;1;1 995,97
22.04.2024;2;1 972,71
22.04.2024;3;1 982,57
22.04.2024;4;1 990,41
22.04.2024;5;1 981,31
22.04.2024;6;2 178,71
22.04.2024;7;2 684,71
22.04.2024;8;3 288,28
22.04.2024;9;2 968,80
22.04.2024;10;2 452,94
22.04.2024;11;2 074,32
22.04.2024;12;2 053,34
22.04.2024;13;1 945,67
22.04.2024;14;1 856,95
22.04.2024;15;1 856,70
22.04.2024;16;1 960,08
22.04.2024;17;2 122,34
22.04.2024;18;2 434,24
22.04.2024;19;2 987,51
22.04.2024;20;4 128,42
22.04.2024;21;4 310,65
22.04.2024;22;3 323,41
22.04.2024;23;2 711,25
22.04.2024;24;2 466,84
23.04.2024;1;2 231,41
23.04.2024;2;2 190,22
23.04.2024;3;2 171,53
23.04.2024;4;2 160,92
23.04.2024;5;2 183,40
23.04.2024;6;2 485,57
23.04.2024;7;3 067,17
23.04.2024;8;4 602,53
23.04.2024;9;3 443,11
23.04.2024;10;2 485,07
23.04.2024;11;2 091,18
23.04.2024;12;2 116,45
23.04.2024;13;2 274,10
23.04.2024;14;2 066,93
23.04.2024;15;1 986,33
23.04.2024;16;2 031,05
23.04.2024;17;2 195,28
23.04.2024;18;2 455,00
23.04.2024;19;2 736,45
23.04.2024;20;3 239,98
23.04.2024;21;3 314,52
23.04.2024;22;2 814,52
23.04.2024;23;2 402,45
23.04.2024;24;2 068,70
24.04.2024;1;2 097,79
24.04.2024;2;2 011,99
24.04.2024;3;1 978,42
24.04.2024;4;1 949,66
24.04.2024;5;2 012,49
24.04.2024;6;2 130,09
24.04.2024;7;2 667,09
24.04.2024;8;3 219,99
24.04.2024;9;2 885,88
24.04.2024;10;2 482,87
24.04.2024;11;2 347,36
24.04.2024;12;2 320,86
24.04.2024;13;2 254,24
24.04.2024;14;2 184,85
24.04.2024;15;2 073,31
24.04.2024;16;2 115,45
24.04.2024;17;2 188,88
24.04.2024;18;2 381,18
24.04.2024;19;2 725,89
24.04.2024;20;3 397,39
24.04.2024;21;3 584,38
24.04.2024;22;3 078,67
24.04.2024;23;2 696,86
24.04.2024;24;2 285,53
25.04.2024;1;2 100,44
25.04.2024;2;2 012,40
25.04.2024;3;1 951,27
25.04.2024;4;1 940,21
25.04.2024;5;1 935,68
25.04.2024;6;2 125,09
25.04.2024;7;2 656,37
25.04.2024;8;3 242,23
25.04.2024;9;2 841,01
25.04.2024;10;2 318,03
25.04.2024;11;2 011,14
25.04.2024;12;1 967,12
25.04.2024;13;1 859,46
25.04.2024;14;1 724,88
25.04.2024;15;1 666,02
25.04.2024;16;1 749,78
25.04.2024;17;1 847,64
25.04.2024;18;2 059,19
25.04.2024;19;2 518,27
25.04.2024;20;3 564,21
25.04.2024;21;3 830,86
25.04.2024;22;2 873,96
25.04.2024;23;2 297,91
25.04.2024;24;2 005,86
26.04.2024;1;2 009,93
26.04.2024;2;1 862,21
26.04.2024;3;1 879,83
26.04.2024;4;1 863,97
26.04.2024;5;1 940,22
26.04.2024;6;2 129,97
26.04.2024;7;2 447,05
26.04.2024;8;2 618,67
26.04.2024;9;2 417,35
26.04.2024;10;2 040,38
26.04.2024;11;1 845,35
26.04.2024;12;1 835,79
26.04.2024;13;1 770,36
26.04.2024;14;1 729,84
26.04.2024;15;1 645,04
26.04.2024;16;1 759,54
26.04.2024;17;1 802,32
26.04.2024;18;2 022,26
26.04.2024;19;2 405,77
26.04.2024;20;3 300,39
26.04.2024;21;3 534,17
26.04.2024;22;2 774,95
26.04.2024;23;2 325,50
26.04.2024;24;2 221,06
27.04.2024;1;2 273,15
27.04.2024;2;2 237,17
27.04.2024;3;2 179,04
27.04.2024;4;2 240,44
27.04.2024;5;2 167,46
27.04.2024;6;2 147,58
27.04.2024;7;2 118,14
27.04.2024;8;1 972,18
27.04.2024;9;1 712,73
27.04.2024;10;1 453,03
27.04.2024;11;906,44
27.04.2024;12;212,14
27.04.2024;13;0,76
27.04.2024;14;-2,01
27.04.2024;15;0
27.04.2024;16;0
27.04.2024;17;497,26
27.04.2024;18;1 527,26
27.04.2024;19;2 131,73
